Food Code,Food Name,Rasa,Guna (Physical),Guna (Mental),Virya,Vipaka,Prabhava,Vata Effect,Pitta Effect,Kapha Effect
ASC462,Rice moong dal cheela (Chawal aur moong dal ka cheela),madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,nutritious pancake,decrease,neutral,increase
ASC463,Split bengal gram sweet rice (Channa dal sweet rice),madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,sweet rice,decrease,neutral,increase
ASC464,Sweet poori (Meethi poori),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet fried,decrease,neutral,increase
ASC465,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious dessert,decrease,neutral,increase
ASC466,Spinach burfi (Palak burfi),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura/tikta,vegetable dessert,decrease,neutral,increase
ASC467,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,sweet protein roti,decrease,neutral,increase
ASC468,Sprouted moong daliya,madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,nutritious cereal,decrease,neutral,increase
ASC469,Sprouted moong poha,madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,nutritious breakfast,decrease,neutral,increase
ASC470,Pearl millet ladoo (Bajra ladoo),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious sweet,decrease,neutral,increase
ASC471,Paushtik ladoo,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,energy sweet,decrease,neutral,increase
ASC472,Paushtik roti,madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura,energy roti,decrease,neutral,increase
ASC473,Semolina carrot vada (Suji gajar vada),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory snack,decrease,neutral,increase
ASC474,Dhokla,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
BFP007,Kashmiri tea (Kehwa),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,refreshing drink,decrease,neutral,increase
BFP008,Steeped hot coffee,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,caffeinated drink,increase,increase,decrease
BFP011,Hot chocolate,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet drink,decrease,neutral,increase
BFP013,Cold coffee (with cream),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,caffeinated milk drink,decrease,neutral,increase
BFP015,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet milkshake,decrease,neutral,increase
BFP019,Flavoured milkshake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet milkshake,decrease,neutral,increase
BFP024,Jal jeera,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy drink,increase,increase,decrease
BFP026,Gingo,tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,herbal drink,decrease,neutral,increase
BFP027,Mintade,tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,refreshing drink,decrease,neutral,increase
BFP029,Canjee,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,light porridge,decrease,neutral,increase
BFP030,Cauliflower canjee (Phoolgobhi ki canjee),tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,vegetable porridge,decrease,neutral,increase
BFP031,Potato canjee (Aloo canjee),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable porridge,decrease,neutral,increase
BFP036,Vermicelli porridge (Semiya/Seviyan porridge),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet porridge,decrease,neutral,increase
BFP039,Semolina upma (Suji/Rava upma),madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,light breakfast,decrease,neutral,increase
BFP040,Vermicelli upma (Semiya/Seviyan upma),madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,light breakfast,decrease,neutral,increase
BFP041,Rice upma,madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,light breakfast,decrease,neutral,increase
BFP042,Bread upma,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,light breakfast,decrease,neutral,increase
BFP043,Vegetable upma,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy breakfast,decrease,neutral,increase
BFP044,Poha,madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,light breakfast,decrease,neutral,increase
BFP045,Vegetable poha,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy snack,decrease,neutral,increase
BFP046,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP047,Paneer stuffed cheela/chilla,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP052,Indian style egg bhujia (Anda bhujia (Indian style)),katu,laghu/ushna,rajovardhan,ushna,katu,protein snack,increase,increase,decrease
BFP054,French omelette/omlet,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP055,Puffy omelette/omlet,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP056,Orange omelette/omlet,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP057,Cheese and mushroom omelette/omlet,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP058,Spanish omelette/omlet,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP059,Mixed stock,madhura/katu,guru/snigdha,sattvavardhan,sheeta,neutral,neutral,decrease,neutral,increase
BFP060,Meat stock,katu,laghu/ushna,rajovardhan,ushna,katu,protein stock,increase,increase,decrease
BFP062,White stock,madhura/katu,laghu/ushna,sattvavardhan,sheeta,madhura,light stock,decrease,neutral,increase
BFP065,Meat consomme (with mutton),katu,laghu/ushna,rajovardhan,ushna,katu,protein consommé,increase,increase,decrease
BFP066,Consomme au julienne,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,light consommé,decrease,neutral,increase
BFP067,Consomme au vermicelli,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,light consommé,decrease,neutral,increase
BFP072,Green pea soup (Matar ka soup),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable soup,decrease,neutral,increase
BFP073,Spinach soup (Palak ka soup),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,green soup,decrease,neutral,increase
BFP074,Mixed vegetable soup,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable soup,decrease,neutral,increase
BFP075,Cheese soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy soup,decrease,neutral,increase
BFP076,Mulligatawny soup,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy soup,increase,increase,decrease
BFP079,Cream of carrot soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy soup,decrease,neutral,increase
BFP080,Cream of broccoli soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy soup,decrease,neutral,increase
BFP082,Cream of potato soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy soup,decrease,neutral,increase
BFP087,Almond soup (Badam ka soup),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutty soup,decrease,neutral,increase
BFP088,Cold cucumber cream soup,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,cooling soup,decrease,neutral,increase
BFP089,Cold tomato soup,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,cooling soup,decrease,neutral,increase
BFP090,Chicken stew,katu,guru/snigdha,rajovardhan,ushna,katu,protein stew,increase,neutral,decrease
BFP091,Veg paneer stew,tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,protein stew,decrease,neutral,increase
BFP108,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy parantha,increase,increase,decrease
BFP110,Methi parantha/paratha,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,healthy parantha,increase,increase,decrease
BFP114,Bathua poori,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable poori,decrease,neutral,increase
BFP115,Gram flour poori (Besan poori),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet poori,decrease,neutral,increase
BFP116,Beetroot poori (Chukandar ki poori),tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,vegetable poori,decrease,neutral,increase
BFP117,Peas poori (Matar ki poori),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable poori,decrease,neutral,increase
BFP118,Peas kachori (Matar kachori),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP122,Pizza,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fast food,decrease,neutral,increase
BFP124,Bacon and mushroom pancake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich pancake,decrease,neutral,increase
BFP125,Cheese and tomato pancake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich pancake,decrease,neutral,increase
BFP127,Minced meat pancake (with chicken),katu,guru/snigdha,rajovardhan,ushna,katu,protein pancake,increase,increase,decrease
BFP132,Eggplant/Brinjal rice (Vangi bhat),tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,vegetable rice,decrease,neutral,increase
BFP133,Kashmiri 'tahar',madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dish,decrease,neutral,increase
BFP134,Cumin pulao (Jeera/Zeera pulao),tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,spicy rice,decrease,increase,decrease
BFP136,Peas pulao (Matar pulao),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable rice,decrease,neutral,increase
BFP137,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy rice,decrease,neutral,increase
BFP138,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,healthy rice,decrease,neutral,increase
BFP141,Mutton pulao,katu,guru/snigdha,rajovardhan,ushna,katu,protein rice,increase,increase,decrease
BFP142,Chicken pulao,katu,guru/snigdha,rajovardhan,ushna,katu,protein rice,increase,increase,decrease
BFP143,Mexican rice,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy rice,increase,increase,decrease
BFP144,Plain khitchdi (Plain khichri/khichdi),madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,light protein meal,decrease,neutral,increase
BFP147,Instant idli (with semolina),madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,light savory snack,decrease,neutral,increase
BFP148,Plain dosa,madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,light savory snack,decrease,neutral,increase
BFP150,Masala dosa mixed vegetable fillings,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy savory snack,increase,increase,decrease
BFP151,Masala dosa paneer fillings,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy savory snack,increase,increase,decrease
BFP152,Uttapam,madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,light savory snack,decrease,neutral,increase
BFP153,Appam,madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
BFP154,Beans and macaroni,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious meal,decrease,neutral,increase
BFP155,Spaghetti bolognese,katu,laghu/ushna,rajovardhan,ushna,katu,spicy pasta,increase,increase,decrease
BFP157,Meat and macaroni casserole,katu,laghu/ushna,rajovardhan,ushna,katu,spicy casserole,increase,increase,decrease
BFP158,Spaghetti with meat balls and tomato sauce,katu,laghu/ushna,rajovardhan,ushna,katu,spicy pasta,increase,increase,decrease
BFP159,Spaghetti with paneer balls and tomato sauce,madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,protein pasta,decrease,neutral,increase
BFP161,Lasagne with meat sauce,katu,laghu/ushna,rajovardhan,ushna,katu,protein pasta,increase,increase,decrease
BFP162,Lasagne with vegetables,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable pasta,decrease,neutral,increase
BFP165,Home made egg noodles,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein pasta,decrease,neutral,increase
BFP170,Sour lentils (Khatti dal),amla/katu,laghu/snigdha,rajovardhan,sheeta,amla/katu,sour dal,decrease,increase,decrease
BFP171,Urad special dehusked,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy dal,decrease,neutral,increase
BFP172,Arhar with spinach (Arhar dal aur palak),tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,vegetable dal,decrease,neutral,increase
BFP174,Moong dal with vadi,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein dal,decrease,neutral,increase
BFP176,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy sour soup,increase,increase,decrease
BFP177,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy sour soup,increase,increase,decrease
BFP178,Green gram whole with baghar (Sabut moong dal with tadka),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein dal,decrease,neutral,increase
BFP179,Urad sabut special,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy dal,decrease,neutral,increase
BFP185,Kabuli channa curry,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP187,Besan gatte curry,tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,protein curry,decrease,neutral,increase
BFP190,Dry masala chops,katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP194,Mutton korma,katu,guru/snigdha,rajovardhan,ushna,katu,protein curry,increase,increase,decrease
BFP196,Shahi keema kofta curry,katu,guru/snigdha,rajovardhan,ushna,katu,protein curry,increase,increase,decrease
BFP197,Minced meat ball curry,katu,guru/snigdha,rajovardhan,ushna,katu,protein curry,increase,increase,decrease
BFP198,Boti kebab,katu,laghu/ushna,rajovardhan,ushna,katu,protein snack,increase,increase,decrease
BFP199,Mutton seekh kebab,katu,laghu/ushna,rajovardhan,ushna,katu,protein snack,increase,increase,decrease
BFP201,Indian lamb and egg curry (Nargisi kofta),katu,guru/snigdha,rajovardhan,ushna,katu,protein curry,increase,increase,decrease
BFP203,Soya chunks sweet and sour (Nutrinugget sweet and sour),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP204,Soya chunks korma (Nutrinugget korma),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP205,Mushroom matar,tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,vegetable curry,decrease,neutral,increase
BFP206,Soya chunks and peas (Nutrinugget matar),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP207,Vegetable yakhni,tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,vegetable curry,decrease,neutral,increase
BFP208,Spinach mushroom (Palak mushroom),tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,vegetable curry,decrease,neutral,increase
BFP210,Vegetarian nargisi kofta curry,tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,protein curry,decrease,neutral,increase
BFP212,Roast chicken,katu,guru/snigdha,rajovardhan,ushna,katu,protein roast,increase,increase,decrease
BFP214,Shahi chicken masala,katu,guru/snigdha,rajovardhan,ushna,katu,rich protein curry,increase,increase,decrease
BFP216,Tomato chicken,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy protein curry,increase,increase,decrease
BFP217,Creamy chicken,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy protein,decrease,neutral,increase
BFP218,Broccoli chicken ala king,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich creamy protein,decrease,neutral,increase
BFP220,Ginger chicken,katu,laghu/ushna,rajovardhan,ushna,katu,spicy protein,increase,increase,decrease
BFP221,Chicken sweet and sour,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet and sour protein,decrease,neutral,increase
BFP222,Chicken korma,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich protein curry,decrease,neutral,increase
BFP223,Bengal fish curry (Bengali machli curry),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy fish curry,increase,increase,decrease
BFP226,Fish finger,katu,laghu/ushna,rajovardhan,ushna,katu,protein fried snack,increase,increase,decrease
BFP229,Fish in coconut milk (Nariyal ke doodh ke saath machli),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy fish curry,decrease,neutral,increase
BFP230,Prawn curry (with coconut) (Jhinga curry),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy prawn curry,decrease,neutral,increase
BFP231,Baked stuffed fish,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich baked fish,decrease,neutral,increase
BFP232,Fish pie,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich pie,decrease,neutral,increase
BFP233,Crispy baked fish,katu,laghu/ushna,rajovardhan,ushna,katu,protein fried fish,increase,increase,decrease
BFP234,Fish souffle,katu,guru/snigdha,rajovardhan,ushna,katu,protein soufflé,increase,neutral,decrease
BFP239,Potato curry (Aloo ki sabzi),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable curry,decrease,neutral,increase
BFP240,Egg curry (Anda curry),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP241,Vegetable curry with coconut,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable curry,decrease,neutral,increase
BFP242,Curd with potatoes (Dahi aloo),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP246,Potato kofta curry (Aloo kofta curry),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP249,Yam kofta curry (Zimikand/Suran kofta curry),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP250,Jackfruit kofta curry (Kathal ka kofta curry),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein curry,decrease,neutral,increase
BFP257,Spinach and potato (Palak aloo),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable curry,decrease,neutral,increase
BFP258,Mooli bhujia,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP259,Bathua bhujia,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable snack,decrease,neutral,increase
BFP261,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable snack,decrease,neutral,increase
BFP262,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable curry,decrease,neutral,increase
BFP263,Dry arbi (Sookhi arbi),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP264,Masala arbi,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP266,Peas brinjal bhartha (Matar baingan bhartha),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable snack,decrease,neutral,increase
BFP269,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP270,Crispy okra/Crispy lady's fingers (Karare bhindi),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP272,Beans foogath,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable snack,decrease,neutral,increase
BFP273,Stuffed bittergourd (wet) (Bharwa karele),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy vegetable snack,increase,increase,decrease
BFP274,Jackfruit/Kathal (dry),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable snack,decrease,neutral,increase
BFP275,Yam fried (Zimikand/Suran fried),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable snack,decrease,neutral,increase
BFP276,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable snack,decrease,neutral,increase
BFP277,Vegetable jalfrezi,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,spicy vegetable dish,decrease,neutral,increase
BFP278,Vegetables stir fry,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable dish,decrease,neutral,increase
BFP279,Broccoli delight,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura,vegetable dish,decrease,neutral,increase
BFP280,Dhansak (vegetarian),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy vegetable curry,increase,increase,decrease
BFP282,Cauliflower basket,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable dish,decrease,neutral,increase
BFP284,Stuffed bottle gourd (Stuffed ghiya/lauki),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable dish,decrease,neutral,increase
BFP286,Ducheese potato,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich potato dish,decrease,neutral,increase
BFP287,Roast potatoes,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,roasted potato dish,decrease,neutral,increase
BFP288,Stuffed baked potatoes,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,stuffed potato dish,decrease,neutral,increase
BFP289,Potato nests,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,potato snack,decrease,neutral,increase
BFP290,Parsley potato,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,herbed potato dish,decrease,neutral,increase
BFP291,Creamed spinach and mushroom,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy vegetable dish,decrease,neutral,increase
BFP292,Fricassee of Mushroom,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy vegetable dish,decrease,neutral,increase
BFP293,Cauliflower au gratin,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy vegetable dish,decrease,neutral,increase
BFP294,Vegetable and cheese pie,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich vegetable pie,decrease,neutral,increase
BFP296,Spinach souffle,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy vegetable dish,decrease,neutral,increase
BFP299,Beetroot and egg salad (Chukandar aur ande ka salad),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein salad,decrease,neutral,increase
BFP300,Sour cream potato salad,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy potato salad,decrease,neutral,increase
BFP301,Tossed green salad,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy salad,decrease,neutral,increase
BFP302,Spring basket salad,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein salad,decrease,neutral,increase
BFP303,Cucumber and yogurt salad (Kheere aur dahi ka salad),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy salad,decrease,neutral,increase
BFP305,Chicken and tomato towers,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein dish,decrease,neutral,increase
BFP306,Jellied sunshine fruit salad,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit salad,decrease,neutral,increase
BFP307,Tomato aspic,tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,savory aspic,decrease,neutral,increase
BFP308,Frozen frosty fruit salad (Phalon ka salaad),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit salad,decrease,neutral,increase
BFP310,French dressing,tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,spicy dressing,decrease,neutral,increase
BFP312,Mayonnaise without eggs,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy dressing,decrease,neutral,increase
BFP313,Curd dressing,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy dressing,decrease,neutral,increase
BFP316,Carrot raita (Gajar ka raita),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable raita,decrease,neutral,increase
BFP318,Pumpkin raita (Kaddu ka raita),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable raita,decrease,neutral,increase
BFP320,Mint and peanut raita (Pudinay aur moongfali ka raita),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,refreshing raita,decrease,neutral,increase
BFP321,Spinach raita (Palak ka raita),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable raita,decrease,neutral,increase
BFP322,Bathua raita,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy raita,increase,increase,decrease
BFP325,Pineapple raita (Ananas ka raita),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit raita,decrease,neutral,increase
BFP326,Banana raita (Kele ka raita),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit raita,decrease,neutral,increase
BFP327,Mango raita (Aam ka raita),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit raita,decrease,neutral,increase
BFP328,Guava raita (Amarood ka raita),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit raita,decrease,neutral,increase
BFP329,Grapes raita (Angoor ka raita),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit raita,decrease,neutral,increase
BFP334,Bottle gourd kheer (Ghiya/Lauki kheer),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet kheer,decrease,neutral,increase
BFP336,Pumpkin kheer (Kaddu ki kheer),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet kheer,decrease,neutral,increase
BFP338,Apple kheer (Seb ki kheer),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet kheer,decrease,neutral,increase
BFP345,Caramel custard (baked),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP346,Vanilla ice cream without egg,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet ice cream,decrease,neutral,increase
BFP347,Vanilla ice cream with egg,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet ice cream,decrease,neutral,increase
